        199.1823       51.95599      1.6903932    -0.52856454      0.7794396
        199.2311       51.84494       1.317275   -0.085451361      0.8475988
        198.8573       51.88947    -0.33134081      1.3268546      0.8001882
        198.7461       51.98367   -0.043204157       1.230043       0.924275
        198.5333       51.90435     0.52632242     0.51332169      0.9610971
        199.0325       51.76886     0.62216479     0.63497036      0.7614554
        198.3894       51.68902    -0.13310856    -0.59980847      0.7898205
        199.0754       52.02182     0.92404666     0.68044718      0.8900649
        199.1433       51.78522     0.10063187     0.95591522      0.9264052
        198.8113       51.63722    -0.90922362     -1.1983625       0.935051
        198.6033       51.97303     -1.1131827     0.51075605      0.8343729
        199.0166       51.87034     -0.5875527      1.3237159      0.8017197
        198.9563       51.79138   -0.098797595      1.1017339      0.8832556
        198.3781       51.73058     -0.2897015    -0.42182106       1.194868
        198.7319       51.90842    -0.27800031     -1.0796664       1.183618
        198.9809       51.93594    -0.54278545     0.35840265      0.9052219
        198.7672       52.05616     0.32999395      1.1038953      0.9841352
        199.1748        51.9281      1.1268779    -0.20690916      0.9838223
        199.0034       51.97837     -1.1490788    -0.59457818       1.065089
         198.539       51.93725     0.66785954    0.045738077      0.9931823
        198.3447       51.87789     0.96629471    -0.56085913      0.7201439
        199.0485       51.94656    -0.54376248     0.48850758       0.985597
        198.6507       51.97737    -0.48216973    -0.26159245       1.267646
        198.6257        51.7864      -1.196133     0.15169653       1.074419
        199.1525       52.00243    -0.87462494     -1.0755446       0.839958
        198.3594       51.96199     0.41531431        0.92273       1.027826
        198.6143       51.92732      1.2704393    -0.17229213       1.060662
        198.6101       51.70262    -0.90646158     0.38969386       1.049299
        198.4942       51.89052     -0.6885392     0.18414281       1.026461
        199.0228       51.69367     0.45526179     0.20265908      0.8815166
         198.808       51.95131     0.67800252     0.70084699       1.067014
        198.6922       51.79056     -0.4685524 -0.00087759804       1.204452
        198.4166       51.82475     0.19430286   -0.047818583       1.138769
        198.3432       51.81664     0.30650041     0.83654099       1.093757
        198.5252       51.78415    -0.70701761     -1.0560169      0.9869511
        198.7646       51.85049     0.72568105     0.43032945       1.071005
        198.6383        51.8873     -1.0694701     0.38111853       1.050074
        198.6429       51.88245    -0.20290252    -0.60909953       1.101208
        198.7871        51.9654      1.0638773     -0.2416043       0.909116
        198.5239       51.98326    -0.33243476      1.3407231       1.237814
        199.1645       51.98374     0.56413352    -0.05376745      0.9600079
        198.6601       52.01535    -0.92045596    -0.25352064       1.043239
        198.9859       51.69074     0.47881321    -0.26691793      0.9278167
        199.2068       51.84387      1.1539821     -0.1987814      0.8801523
         198.916       51.91906    0.014303689     0.10536414       1.037131
        199.0834       51.79617     0.85401802     0.37740496       1.160584
        198.7168       51.76799      0.6224773     0.73144692       1.122596
        198.6662       51.71764     0.35235881     0.68093311       1.134491
        198.9021       51.80551     -1.0329078     0.14846805      0.8247336
        198.4747       52.03951     -0.1841062    -0.10406347       1.175235
        198.9152       51.74847    -0.95444106   -0.073610856       1.186768
        198.9595        51.8764    -0.38545651     0.96852071       1.141922
        198.3617       51.66221     0.38242892     0.88747158       1.203517
        199.1866       51.91063      0.2898821    -0.87838184      0.9748409
        198.7631       51.80548    -0.58060972    -0.54063001       1.178159
        198.7565       52.00986      0.8764972     0.27029013       1.110672
        199.1061       51.68565    0.011310276    -0.78190247       1.184679
        198.5416       51.92673     0.70063842     0.52950015       1.112246
        198.3592       51.71623     -0.4832678     0.12769852       1.190826
        198.8398       51.96647      1.1592778     0.38794607       1.125337
        198.8651       51.91709    -0.47951422     0.29097582       1.044918
        198.4073       51.72447     -0.2828342    -0.42388014       1.042261
        198.4905       51.99284    -0.88684551    -0.34158139       1.071128
        198.7272         52.033     0.83170281    -0.71696665       1.176844
        198.4368       51.98866     0.20499051     0.24157589       1.110235
        198.8897       51.95661    -0.43938692    -0.32518312       1.152862
        198.8326       51.94497    -0.51479334     -1.0425667      0.8604213
         199.026       51.69841    -0.24531971    -0.30872937       1.031234
        198.5042        51.8186    -0.31982392    -0.53694679       1.225225
         199.216       52.02663    0.019045273     0.89615313       1.072502
        198.5417       51.93924     -1.3423946    0.032021058      0.8589356
        199.1871       52.05105     0.53876354    0.047284656       1.133553
        198.8277       51.81349     0.92245538   0.0027446273      0.9409983
         198.679       51.84468    -0.57728082    -0.80171508       1.148862
        198.3586       51.71983    -0.73348966    -0.69936343       1.155589
        198.8056       51.93548      -0.360857    -0.95441275       1.129703
        198.4779       51.80025    -0.73290501    -0.44036741       0.996364
