         202.272       22.86823     -1.1626132     0.28737028      0.9338567
        202.2771       22.56272    -0.42321127    -0.60527766      0.9530226
         202.433       22.86075    -0.96805681      1.2251481      0.7507142
        202.1905       22.61719     0.88567743     -1.3009333      0.7969123
        202.4413       22.92309     -1.2301731     0.73866358      0.6941023
         202.192       22.79574      1.1921212    -0.50062944      0.8095093
        202.6847       22.57148    -0.87358722      1.3145235       0.837023
        202.5844       22.55209      1.4886014     -1.1215391      0.8535058
        202.6419        22.6534    -0.90695201     0.45777692       1.056907
         202.274       22.55413     0.56187809    -0.98567298       1.122215
        202.2533       22.75578      1.1871896     0.39721882       1.010916
        202.2643       22.55455     -0.7706703     0.25082201      0.8210911
        202.2593        22.6992    -0.64985519      -1.569336       0.855421
        202.6067       22.87863  -0.0025671479      1.2825132       0.848405
         202.437        22.9705    -0.68317324    -0.53369664      0.8168761
         202.147        22.9346     0.37892072     0.47905983       1.054091
        202.1245       22.62331     0.53469447      1.4184097       1.104318
        202.5905        22.7127     0.90717372     0.62743124      0.9049218
        202.4834       22.65675    -0.61943844      -1.191492       1.108844
        202.3923        22.5661    -0.29701601      1.1021701      0.7859762
        202.2724       22.91459     0.30383166     0.74633154      0.9646972
         202.214       22.84295     0.28448583      -0.512896       1.205979
         202.134       22.64131    -0.11162283     -1.1615318      0.7799832
        202.2106       22.86834    -0.84507146     -1.0711489      0.9337896
        202.3173       22.92571    -0.54318472    -0.89429288       0.826852
        202.0745       22.95983     -1.2215875      0.3349395       1.046828
        202.5929       22.97629     -1.2222273    -0.35254849      0.8172521
         202.277       22.98649   -0.086156477      1.0514753      0.9556616
        202.2383       22.64291      0.1554425      0.6402627       1.046047
        202.6721       22.58321    -0.63860825    -0.16779625       1.134359
        202.2482       22.55334      0.9258418   -0.063999164       1.157408
        202.1956       22.98645       0.894029     0.44317756       1.112266
        202.3944        22.7068    -0.18091758    -0.86350944       1.205189
        202.1632       22.72515     -1.1262346    -0.34388082      0.9120888
        202.6078        22.8471    -0.46519985     0.74824605       1.134946
        202.2265       22.51884    -0.53918474    -0.60163911        1.03869
        202.6723       22.59539    -0.84960206    -0.96366236       1.135511
        202.1137       22.64017    -0.30747426    -0.89340572       0.977551
        202.4313       22.51756    -0.91002495    -0.16000662       1.033768
        202.4868       22.71531    -0.70534678    -0.11637447      0.9670827
        202.5574       22.52988    -0.77302227    -0.13872746       1.100403
        202.4462       22.71522      0.8624382      0.9008605       1.109772
        202.6784       22.90927      -0.405246    -0.84497022       1.119621
        202.3246       22.63343       1.069868     0.42583054       1.127875
        202.5573       22.91417    -0.75081501   -0.043030944        1.14146
        202.2747       22.88724     0.77637747     0.98125101      0.7963075
        202.4276       22.65886     0.28542847    -0.37900061       1.236725
        202.4597       22.92402    -0.25252635     0.84366268       1.142323
        202.3747       22.90457    -0.37990129     0.66017699      0.9887589
        202.2232       22.84678     0.85009801    -0.27631494       1.012484
        202.4674       22.74515    -0.69853477     0.26055494       1.287391
        202.6017        22.7415     -1.3603361     0.17835926       1.212071
        202.6727       22.82664    -0.29414017    -0.78662243       1.240067
        202.6923       22.65822      1.3830986    0.043038374        1.03964
        202.4296       22.63581    -0.91701414     -1.0014643       1.100547
        202.3394       22.71122     -1.1575192     0.22366392       1.110262
        202.5092       22.86362     0.27154864    -0.83483543       1.152706
        202.1525       22.74691    -0.69784156    -0.83325444       1.147494
        202.2653       22.72044     0.53499011    -0.55798841       1.171037
        202.4067       22.79382     0.41803887     0.67850964       1.227503
        202.2844       22.89764       0.432567     0.37975516       1.106681
        202.5386       22.75744     0.65014123    -0.13872132       1.116632
        202.3261       22.95043     0.46630495    -0.79600058       1.262054
        202.6956       22.65535      1.0500275     0.63614606       1.164697
        202.6683        22.8174     0.52859096     0.64657305      0.9563257
        202.4606       22.58091     -1.0171625    -0.43260574       1.035608
        202.3336       22.77054   -0.028273078     0.11806111       1.299519
         202.618       22.68163    -0.30922135     -1.0251889       1.106681
        202.3724       22.66001   -0.024111263    -0.56654761       1.057331
        202.4013       22.52778     0.58822305    -0.25942256       1.332911
        202.1228       22.94791    -0.25184338    -0.46635151       1.136297
        202.6119       22.54036     0.77184388     0.89000983      0.9556844
        202.4674       22.58301     0.31700334     0.23125414       1.191242
        202.6623       22.86677     0.31073464     -0.0250728       1.516675
        202.5313       22.52587     0.27375936     0.30662806       1.372715
        202.3131       22.66096   -0.017827127     0.99845984       1.283526
         202.143       22.83571    -0.41612814     0.53165315      0.9888596
        202.6044        22.8999    -0.64957308    -0.50076686       1.140911
        202.3529       22.79454     0.13221145      -1.243304       1.088717
         202.233       22.56578     0.35493661    -0.59027761       1.078116
        202.4485       22.81467     -1.1491817   -0.022799484       1.283575
        202.4469       22.59249    -0.46271007    -0.80493705       1.069232
